,param1,param2,result,time
0,0.0,0.0,-1.7195702226600051,0.00011205673217773438
1,0.0,0.0,-0.7485313287603778,2.09808349609375e-05
2,0.0,0.0,-0.5104888194840383,2.6226043701171875e-05
3,0.0,0.0,-0.8045896685571616,2.3126602172851562e-05
4,0.0,0.0,0.4036559853000292,6.9141387939453125e-06
5,0.0,0.0,-0.6165956013012222,4.0531158447265625e-06
6,0.0,0.0,1.0256665471421091,3.814697265625e-06
7,0.0,0.0,-0.7467975038534315,3.0994415283203125e-06
8,0.0,0.0,-1.9597692327231713,4.0531158447265625e-06
9,0.0,0.0,1.4084277198674044,2.86102294921875e-06
10,0.0,0.1111111111111111,-0.7296465897610257,0.0014917850494384766
11,0.0,0.1111111111111111,-0.9481237964413548,0.001680135726928711
12,0.0,0.1111111111111111,-1.192374162620363,0.0014460086822509766
13,0.0,0.1111111111111111,1.5478194247353838,0.0014498233795166016
14,0.0,0.1111111111111111,0.05605898274848204,0.0015230178833007812
15,0.0,0.1111111111111111,0.3468984245319061,0.0014820098876953125
16,0.0,0.1111111111111111,1.2274849068158156,0.0013179779052734375
17,0.0,0.1111111111111111,1.5353485356797365,0.0014519691467285156
18,0.0,0.1111111111111111,0.4812383059151734,0.0014531612396240234
19,0.0,0.1111111111111111,-1.142933450564543,0.00121307373046875
20,0.0,0.2222222222222222,1.901355670589733,0.0024068355560302734
21,0.0,0.2222222222222222,-0.23685274880225018,0.002901792526245117
22,0.0,0.2222222222222222,-1.0159333543444122,0.002988100051879883
23,0.0,0.2222222222222222,-0.9910667890223809,0.0024950504302978516
24,0.0,0.2222222222222222,-0.4323115479113265,0.0029349327087402344
25,0.0,0.2222222222222222,0.9837453715235998,0.0026502609252929688
26,0.0,0.2222222222222222,1.1540291868161363,0.0029528141021728516
27,0.0,0.2222222222222222,-0.4403560615996023,0.0025589466094970703
28,0.0,0.2222222222222222,-2.436595235418298,0.0024509429931640625
29,0.0,0.2222222222222222,-1.4319568786634234,0.002344846725463867
30,0.0,0.3333333333333333,-0.3172350034652485,0.004315853118896484
31,0.0,0.3333333333333333,-0.27374581742511866,0.003990888595581055
32,0.0,0.3333333333333333,-0.3454860907099886,0.0035550594329833984
33,0.0,0.3333333333333333,0.07256217477157868,0.004264116287231445
34,0.0,0.3333333333333333,1.0384007292122464,0.0034859180450439453
35,0.0,0.3333333333333333,-0.6155432420243392,0.0035309791564941406
36,0.0,0.3333333333333333,-0.06719100556199244,0.004312038421630859
37,0.0,0.3333333333333333,0.3965363205777797,0.0034749507904052734
38,0.0,0.3333333333333333,0.14229163676320722,0.004353046417236328
39,0.0,0.3333333333333333,-0.6616709773974694,0.003421306610107422
40,0.0,0.4444444444444444,-1.5080850953472014,0.004565000534057617
